review_text,label
"שיפודי עזרא ובניו הוא מוסד ותיק על כביש 44 בין רמלה לתל אביב והוא חלק מהיישוב אזור. הארובה הגבוהה מעשנת כל היום, עדות לכך שהעסק עובד ובגדול ועל המנגלים הענקיים של המקום עולים ויורדים שיפודי קבב, שיפודי פרגיות, שיפוד עם לבבות, שיפוד עם כבדי …",REAL
"מזלילה מקומית, מחיר מצוין - היה פעם.מחיר עדיין זול, 10 ש""ח לשיפוד.סלטים בתשלום. …",REAL
"בשר טוב , מאוד טרי. למי שלא מכיר זה קצת עובד בשירות אישי :) קודם מזמינים בשר (זול יחסית) , מקבלים מגש עם הבשר, מביאים למנגליסט. מחכים בערך 15 דקות וזה מוכן. בזמן הזה מביאים חומוס, פיתות וכאלה. מאוד ממולץ אבל צריך קצת סבלנות …",REAL
"זה המקום הכי מוזר שראיתי אי פעם.  מלוכלך בצורה מפלצתית.  סביר להניח שאם אתה אוכל רק בישיבה ברחוב, זה יהיה הרבה יותר נקי.  הפנים של הממסד כולו הוא טלפורט לשנות ה-80 ברגע.  אפילו שכחתי שאיפשהו במקום ציבורי אולי אין מזגן!!!!  הכל כמו שהיה …",REAL
"מוסד! איזה טעים, פשוט וזול!מקום מומלץ! חוויה! פשוט לבוא להזמין ולאכולהכי טעים במרכז ושם את כל השיפודיות בכיס הקטן! …",REAL
הכניסה הראשית כמו לפני 40 שנההגענו בשבת הכל שם חם ולא מאווררמחירי בשר זולים וטעימים …,REAL
ללא ספק יש משהו במקום... שיפודים ב 11₪ כנראה עושה את שלו .לקחתי 3 שיפודים קבב מרגז ופרגית מסרתי לגרילמן צלחת חומוס פיתה וקולה 13₪ מתחנה אחרת וציפס מושלם 7₪ מתחנה אחרונה. …,REAL
"פעם ראשונה שאני כאן.. המחירים זולים מאוד! נקי עד כמה שניתן... הקטע הפחות טוב זה לעמוד בתור לכל דבר... הצ'יפס מעולה, הבשר בסדר, על החומוס צריך לוותר, יש סלט חופשי.. קיצור צריך לחלק את ה""ציד "" בין חברי המשפחה. אחד שיתפוס מקום ישיבה, אחר שיהיה …",REAL
"אפתח אומר שלעזרא יש את הקבב והפרגית הכי טעימים שאכלתי בחיים! שירות אדיב ומהיר, הכל טרי טרי ומנגליסטים מקצוענים והכל במחירים טובים מאוד ( סביב 10 ש'ח לשיפוד- תלוי איזה). …",REAL
"המקום הכי עממי - אחלה אוכל , הגרילמנים מתבדחים עם הלקוחות, מקצוענים, זוכרים את ההזמנות ואת הדרישות (חצי נא, וכן) בצורה מעוררת פליאה, המחירים - מצחיקים - כל שיפוד או מנה - 11 ש""ח (לא כולל שיפוד האנטריקוט ). מי שמזמין - רק במזומן . ואם בונים …",REAL
"אין על עזרא ובניו, מדובר במוסד לבשרים על האש. מקום עממי, בשר טעים מחירים שלא תמצאו בשום מקום אחר. …",REAL
בשר על האש טעים וזול. האווירה והתנאים בהתאם למחיר.מזון: …,REAL
"חוויה אנטרופולוגית!מסעדת פועלים באווירת פס נע של ""על האש"", אווירת שכונה אבל בקטע טוב, הבשר טעים …",REAL
מחירים נהדרים טעים מאוד אבל הורדתי נקודה בגלל שאין מזגנים במקום ובאמת מאוד חם לאכול עצרתי על הדרך לאכול כמה דק והיה פצצה ממליץ מאוד . …,REAL
ממש מקום אוטנטי ובלי פוזהמקום שמחזיר אותך אחורה בזמןוהטעם של האוכל פשוט מעדן!! …,REAL
מחיר סבבה לאללה אבל הם לא מטפלים במקום את מזניחים מאוד את המקום לא מטפלים בעניין של הזבובים  שזה מביא למחלותמעניין איך משרד הבריאות עדין לא דפק להם על הדלת?! …,REAL
"מה שהם מתחייבים לתת הם נותנים. בשר טעים מאוד וזול מאוד.צריך לקחת את השיפודים הנאים ולגשת לעמדה בה יש עובדים שצולים אותם על מנגלים ארוכים בתוך חדרונים, היה עמוס מאוד אז זמן ההמתנה לא היה ממש קצר, אבל גם לא ארוך …",REAL
מקום זול אוכל מעולה צריך להגיע ולהרגישסוג הארוחה: …,REAL
"חוויה ממש כמו בהודו - מלוכלך, מסריח, מגעיל, ואני לא מבין איך משרד הבריאות עוד לא ערך פשיטה על המקום הזה …",REAL
"באזור. מקום שמוכר שיפודים במחירים זולים.לאחר שמבקשים את השיפודים שרוצים, המוכר שם את השיפודים על מגש שאותו לוקחים לעמדת המנגל. …",REAL
"עם הכוכבים היו רק על האוכל אז היה פה חמש!האוכל טעים המקום בשבת היה מפוצץ ולקח איזה שעה עד שהתיישבנו לאכול, לא היה מספיק מקום אז חיכינו שיתפנה, הכל מלוכלך בפינת אוכל הוא איך שלא קוראים למקום, פשוט …",REAL
יותר ממושלם אווירה ביתית טרי וטעים חשוב להבין שזה לא מסעדה מפונפנת אלה חדר אוכל ענק עם שרות עצמי מקרר עם בשר ומלא מנגלים וגרילמנים …,REAL
"מאוד מוזר היה לי לאכול בצורה הזו למרות שעל פניו נראה שאנשים אחרים דווקא אוהבים את זה, אני לשם לא חוזר. ממש שוק רחוב. …",REAL
"המקום שמוכיח שאפשר למכור בשר בזול.שימו לב - חייבים להביא מזומן, הם לא מקבלים אשראי.הבשר טוב, טעים וזול. התחלופה מסחררת כך שאתה יודע שהכל טרי. האוירה של מסעדת …",REAL
"היתרון היחיד: האוכל זול ברמותחסרונות: המקום מזכיר בית סמים של הומלסים משולב עם תחנה מרכזיתדבר ראשון, צריך לקחת את הבשר מדוכן אחד, לשים אותו על האש במקום אחר, לקנות צ׳יפס …",REAL
מקום מצויין לאוכל טוב במחירים של פעםכיף שיש מקומות כאלה …,REAL
אחת ממסעדות הבשר הכי ותיקות בארץמסעדה עם מחירים ממש זוליםהשיפודים טריים והם כול הזמן לא מפסיקים להכין אותם …,REAL
"עזרא ובניו למי שלא מכיר חובה לבקר.השיפודיה סטייל שנות ה 80, אם שירות עצמי! שלא מבייש שדה קרב.⚔️תחלופה מזון גדולה מחירים מתחת לעממי. …",REAL
"מלוכלך ומזוהם,  אבל טעים !! המחירים סבירים,  11 ש""ח לשיפוד אחד ,  לא זול, ולא יקר! המקום נראה כמו דרום ת""א נווה שאנן. …",REAL
"מקום חמוד מאוד לבשר ,מחיר מאוד זול , 10 שקל לשיפוד, תוספות (ציפס, חומוס , חמוצים , עמבה ) בנפרד .סלט בחינם בצד - לא מתובל ואין את כל הירקות . …",REAL
"עשרים שנה לא הייתי במקום הזה.20 שנה. ונראה כאילו דבר לא השתנה.הזמנו שיפודים מגוונים(קבב, כנפיים, לבבות, מולארד, חזה אווז ועוד...) - הכל היה …",REAL
"שיפודי עזרא ובניו הוא מוסד ותיק על כביש 44 בין רמלה לתל אביב והוא חלק מהיישוב אזור. הארובה הגבוהה מעשנת כל היום, עדות לכך שהעסק עובד ובגדול ועל המנגלים הענקיים של המקום עולים ויורדים שיפודי קבב, שיפודי פרגיות, שיפוד עם לבבות, שיפוד עם כבדי …",REAL
"מזלילה מקומית, מחיר מצוין - היה פעם.מחיר עדיין זול, 10 ש""ח לשיפוד.סלטים בתשלום. …",REAL
"בשר טוב , מאוד טרי. למי שלא מכיר זה קצת עובד בשירות אישי :) קודם מזמינים בשר (זול יחסית) , מקבלים מגש עם הבשר, מביאים למנגליסט. מחכים בערך 15 דקות וזה מוכן. בזמן הזה מביאים חומוס, פיתות וכאלה. מאוד ממולץ אבל צריך קצת סבלנות …",REAL
"זה המקום הכי מוזר שראיתי אי פעם.  מלוכלך בצורה מפלצתית.  סביר להניח שאם אתה אוכל רק בישיבה ברחוב, זה יהיה הרבה יותר נקי.  הפנים של הממסד כולו הוא טלפורט לשנות ה-80 ברגע.  אפילו שכחתי שאיפשהו במקום ציבורי אולי אין מזגן!!!!  הכל כמו שהיה …",REAL
"מוסד! איזה טעים, פשוט וזול!מקום מומלץ! חוויה! פשוט לבוא להזמין ולאכולהכי טעים במרכז ושם את כל השיפודיות בכיס הקטן! …",REAL
הכניסה הראשית כמו לפני 40 שנההגענו בשבת הכל שם חם ולא מאווררמחירי בשר זולים וטעימים …,REAL
ללא ספק יש משהו במקום... שיפודים ב 11₪ כנראה עושה את שלו .לקחתי 3 שיפודים קבב מרגז ופרגית מסרתי לגרילמן צלחת חומוס פיתה וקולה 13₪ מתחנה אחרת וציפס מושלם 7₪ מתחנה אחרונה. …,REAL
"פעם ראשונה שאני כאן.. המחירים זולים מאוד! נקי עד כמה שניתן... הקטע הפחות טוב זה לעמוד בתור לכל דבר... הצ'יפס מעולה, הבשר בסדר, על החומוס צריך לוותר, יש סלט חופשי.. קיצור צריך לחלק את ה""ציד "" בין חברי המשפחה. אחד שיתפוס מקום ישיבה, אחר שיהיה …",REAL
"אפתח אומר שלעזרא יש את הקבב והפרגית הכי טעימים שאכלתי בחיים! שירות אדיב ומהיר, הכל טרי טרי ומנגליסטים מקצוענים והכל במחירים טובים מאוד ( סביב 10 ש'ח לשיפוד- תלוי איזה). …",REAL
"עם הכוכבים היו רק על האוכל אז היה פה חמש!האוכל טעים המקום בשבת היה מפוצץ ולקח איזה שעה עד שהתיישבנו לאכול, לא היה מספיק מקום אז חיכינו שיתפנה, הכל מלוכלך בפינת אוכל הוא איך שלא קוראים למקום, פשוט …",REAL
"היתרון היחיד: האוכל זול ברמותחסרונות: המקום מזכיר בית סמים של הומלסים משולב עם תחנה מרכזיתדבר ראשון, צריך לקחת את הבשר מדוכן אחד, לשים אותו על האש במקום אחר, לקנות צ׳יפס …",REAL
בשר באיכות גבוהה מחירים זולים מאודכולל חניה חינם. …,REAL
"מקום נעים יחסית למחיר שתשלמו, מתאים למשפחות גדולות וגם לזוגות , השירות הוא אישי . השירותים לא עומד בלחץ המקום , לא תמיד נקי ""יש מה לשפר באיכות המקום""  , האווירה נעימה  . בסך הכל אוכל טעים , נקי, מסודר , אך תצטרך להצטייד בסבלנות להמתין בתור …",REAL
השיפודים הכי טעימים שישועל כך יעידו התורים הארוכיםהמחיר ממש מגוחך 11 שח לשיפוד …,REAL
"אחלה מקום ומחיר כמובן,קצת צעקות אבל הכל באהבה.שירות: …",REAL
שיפודים מצויינים בעלות נמוכה. תמיד טעים.מחיר לאדם: …,REAL
חום מטורף כמו סאונההנתנה ארוכה מאוד לבשרמחיר פצצה איכות מעולה.... …,REAL
"שיפודיה שעובדת ללא הפסקה במתכון של עמדה לתשלום ובחירת בשרים וצ'יפס(אל תשכחו את הקוביה שאתם מקבלים - הציפסר יבקש ממכם אותה כהוכחת רכישה למנת צ'יפס), עמדה לצלייתם ע""י הגריל מן ועמדה לתשלום ובחירת סלטים ושתיה. …",REAL
"זול, טעים, אך החוויה לא פשוטה לעיכול.. תרתי משמע.מחיר לאדם: …",REAL
"כמו תמיד, מבחר גדול של בשר טרי.  הכנה מושלמת.  שירות מהיר ידידותי.  אלופים.",REAL
"מסעדת בשרים של פעם, אבל ממש של פעם.אכלנו זוג ב-60 ש""ח וכל כך נהננו.מקום שונה לחלוטין מכל מסעדה שאתם מכירים בארץ. מומלץ בחום לאמיצים …",REAL
"עזרא ובניו אזור- כל הבשרים בשיפוד טעימים מאד! המסעדה נקיה, והמחירים הוגנים מאד ! אפשר גם לקחת הביתה שיפודים מוכנים.",REAL
פעם האוכל סבבה פעם שרוףאין שם מזגן או מאוורים ותמיד חם …,REAL
"מסעדה בשירות עצמי, נגיש לנכים, שירותים במקום. אוכל מצויין פלוס, פתוח בשבת, בשרים טריים וטעימים בטירוף יש גם כבד אווז, מחירים סופר משתלמים למי שרוצה לאכול במקום זול וטעים! הגריל הוא פחמים ולא גז כמו שיש ברוב המקומות! אני ממליץ על המקום! …",REAL
חם מחניק.הגיע הזמן לעשות מיזוג אוויר נורמלי. …,REAL
עזרא והחתולים !אתה מגיע ללול תרנגולות ולא מעבר לכך .צו סגירה מנהלי ממשרד הבריאות בהולללללל …,REAL
"השיפודים והבשרים ברמה גבוהה, איכותיים, טריים, טעימים, יש תחלופה גבוהה, מבחר סוגי בשרים, שיפודי עגבניה / בצל, והמחיר נמוך ועממי. לתוספות: פיתות עיראקיות או רגילות, צ'יפס חם, חומוס, טחינה וכל הנילווים הכל טרי, שתייה קרה בפחיות, תוספת סלט ללא …",REAL
"המקום נראה כמו בית תמחוי בתוך לול, תקרה מתפרקת, המקום מזעזע.שיפודים בסדר אבל כל האווירה לא עושה בכלל חשק לאכול.צריך לעמוד שלוש פעמים בתור. …",REAL
הכי פשוט הכי טעים. עמבה חריף מהסרטים.שבת טיפה צפוף …,REAL
"המקום היחידי בארץ היחידי בארץ שמכבד את הלקוחות , נלחם ביוקר המחייה ונותן מחירים הוגניים!הבשר טעים וטרי! …",REAL
"בלב כבר אני אצטרך למקום הזה שלושה כוכבים.אני גדלתי במקום הזה, עשרות פעמים עברתי על השיפודים הזולים שעוברים שם מיד ליד.אני אסביר את בחירתי, אני תכננתי לתת למקום חמש, ואז גוגל שאלו אותי שלוש שאלות: …",REAL
אחת ממסעדות הבשר הכי ותיקות בארץמסעדה עם מחירים ממש זוליםהשיפודים טריים והם כול הזמן לא מפסיקים להכין אותם …,REAL
"עזרא ובניו למי שלא מכיר חובה לבקר.השיפודיה סטייל שנות ה 80, אם שירות עצמי! שלא מבייש שדה קרב.⚔️תחלופה מזון גדולה מחירים מתחת לעממי. …",REAL
"מלוכלך ומזוהם,  אבל טעים !! המחירים סבירים,  11 ש""ח לשיפוד אחד ,  לא זול, ולא יקר! המקום נראה כמו דרום ת""א נווה שאנן. …",REAL
"מקום חמוד מאוד לבשר ,מחיר מאוד זול , 10 שקל לשיפוד, תוספות (ציפס, חומוס , חמוצים , עמבה ) בנפרד .סלט בחינם בצד - לא מתובל ואין את כל הירקות . …",REAL
"עשרים שנה לא הייתי במקום הזה.20 שנה. ונראה כאילו דבר לא השתנה.הזמנו שיפודים מגוונים(קבב, כנפיים, לבבות, מולארד, חזה אווז ועוד...) - הכל היה …",REAL
"שיפודי עזרא ובניו הוא מוסד ותיק על כביש 44 בין רמלה לתל אביב והוא חלק מהיישוב אזור. הארובה הגבוהה מעשנת כל היום, עדות לכך שהעסק עובד ובגדול ועל המנגלים הענקיים של המקום עולים ויורדים שיפודי קבב, שיפודי פרגיות, שיפוד עם לבבות, שיפוד עם כבדי …",REAL
"מזלילה מקומית, מחיר מצוין - היה פעם.מחיר עדיין זול, 10 ש""ח לשיפוד.סלטים בתשלום. …",REAL
"בשר טוב , מאוד טרי. למי שלא מכיר זה קצת עובד בשירות אישי :) קודם מזמינים בשר (זול יחסית) , מקבלים מגש עם הבשר, מביאים למנגליסט. מחכים בערך 15 דקות וזה מוכן. בזמן הזה מביאים חומוס, פיתות וכאלה. מאוד ממולץ אבל צריך קצת סבלנות …",REAL
"זה המקום הכי מוזר שראיתי אי פעם.  מלוכלך בצורה מפלצתית.  סביר להניח שאם אתה אוכל רק בישיבה ברחוב, זה יהיה הרבה יותר נקי.  הפנים של הממסד כולו הוא טלפורט לשנות ה-80 ברגע.  אפילו שכחתי שאיפשהו במקום ציבורי אולי אין מזגן!!!!  הכל כמו שהיה …",REAL
"מוסד! איזה טעים, פשוט וזול!מקום מומלץ! חוויה! פשוט לבוא להזמין ולאכולהכי טעים במרכז ושם את כל השיפודיות בכיס הקטן! …",REAL
הכניסה הראשית כמו לפני 40 שנההגענו בשבת הכל שם חם ולא מאווררמחירי בשר זולים וטעימים …,REAL
ללא ספק יש משהו במקום... שיפודים ב 11₪ כנראה עושה את שלו .לקחתי 3 שיפודים קבב מרגז ופרגית מסרתי לגרילמן צלחת חומוס פיתה וקולה 13₪ מתחנה אחרת וציפס מושלם 7₪ מתחנה אחרונה. …,REAL
"פעם ראשונה שאני כאן.. המחירים זולים מאוד! נקי עד כמה שניתן... הקטע הפחות טוב זה לעמוד בתור לכל דבר... הצ'יפס מעולה, הבשר בסדר, על החומוס צריך לוותר, יש סלט חופשי.. קיצור צריך לחלק את ה""ציד "" בין חברי המשפחה. אחד שיתפוס מקום ישיבה, אחר שיהיה …",REAL
"אפתח אומר שלעזרא יש את הקבב והפרגית הכי טעימים שאכלתי בחיים! שירות אדיב ומהיר, הכל טרי טרי ומנגליסטים מקצוענים והכל במחירים טובים מאוד ( סביב 10 ש'ח לשיפוד- תלוי איזה). …",REAL
"עם הכוכבים היו רק על האוכל אז היה פה חמש!האוכל טעים המקום בשבת היה מפוצץ ולקח איזה שעה עד שהתיישבנו לאכול, לא היה מספיק מקום אז חיכינו שיתפנה, הכל מלוכלך בפינת אוכל הוא איך שלא קוראים למקום, פשוט …",REAL
"היתרון היחיד: האוכל זול ברמותחסרונות: המקום מזכיר בית סמים של הומלסים משולב עם תחנה מרכזיתדבר ראשון, צריך לקחת את הבשר מדוכן אחד, לשים אותו על האש במקום אחר, לקנות צ׳יפס …",REAL
"מקום נעים יחסית למחיר שתשלמו, מתאים למשפחות גדולות וגם לזוגות , השירות הוא אישי . השירותים לא עומד בלחץ המקום , לא תמיד נקי ""יש מה לשפר באיכות המקום""  , האווירה נעימה  . בסך הכל אוכל טעים , נקי, מסודר , אך תצטרך להצטייד בסבלנות להמתין בתור …",REAL
"כמו תמיד, מבחר גדול של בשר טרי.  הכנה מושלמת.  שירות מהיר ידידותי.  אלופים.",REAL
"מסעדת בשרים של פעם, אבל ממש של פעם.אכלנו זוג ב-60 ש""ח וכל כך נהננו.מקום שונה לחלוטין מכל מסעדה שאתם מכירים בארץ. מומלץ בחום לאמיצים …",REAL
"עזרא ובניו אזור- כל הבשרים בשיפוד טעימים מאד! המסעדה נקיה, והמחירים הוגנים מאד ! אפשר גם לקחת הביתה שיפודים מוכנים.",REAL
"מסעדה בשירות עצמי, נגיש לנכים, שירותים במקום. אוכל מצויין פלוס, פתוח בשבת, בשרים טריים וטעימים בטירוף יש גם כבד אווז, מחירים סופר משתלמים למי שרוצה לאכול במקום זול וטעים! הגריל הוא פחמים ולא גז כמו שיש ברוב המקומות! אני ממליץ על המקום! …",REAL
"השיפודים והבשרים ברמה גבוהה, איכותיים, טריים, טעימים, יש תחלופה גבוהה, מבחר סוגי בשרים, שיפודי עגבניה / בצל, והמחיר נמוך ועממי. לתוספות: פיתות עיראקיות או רגילות, צ'יפס חם, חומוס, טחינה וכל הנילווים הכל טרי, שתייה קרה בפחיות, תוספת סלט ללא …",REAL
"המקום היחידי בארץ היחידי בארץ שמכבד את הלקוחות , נלחם ביוקר המחייה ונותן מחירים הוגניים!הבשר טעים וטרי! …",REAL
"הכי מרשים כמובן זה המחיר הנמוך, אבל ממש נותן תמורה  נהדרת. טעים מאוד מאוד, הכל טרי והבשרים עשויים היטב. למרות אוירת ה""חדר אוכל"", נעים לאכול שם אבל לא בסטלבט, לגמור וללכת... …",REAL
"טעים מאוד מאוד!!!!אבל יש מלא מלא רעש,כשיש הרבה אנשים אז נהיה צפוף מאוד.חם בפנים בגלל מנגלים ואנשים והרבה מאוד עשן. …",REAL
"מסעדה בסיסית ואוכל טעים וזול.הגענו למקום לפי חיפוש בגוגל ומצאנו את עזרא,החלטנו להמר לאור מס ההמלצות בגוגל.בהתחלה חשבתי לעזוב,לוקח כמה דק להבין את הקונספט ואת הבסיסיות.. אבל.. …",REAL
"מצד אחד מחירים ממש זולים, מצד שני המון שמן.שורה תחתונה כן טעים אבל כשאוכלים כמוני (כמויות אדירות) מרגישים את השמן.חשוב לומר שהכמות שאכלתי לא פרופורציונאלית אז זה לא מעיד על איכות האוכל. …",REAL
"שמעתי דברים טובים על המקום, הביקורות לא תואמות למציאותהבשר זול כמו השירות, לוקח להם מעל 50 דקות להכין את האוכל כי הם לא עומדים בעומס …",REAL
מה עוד אפשר לומר על עזרא? תמורה למחיר ומעבר.שירות: …,REAL
שיפודים איכותיים וללא תחרות גם בצלחות אבל  עד שתגיע לשיפור תצא למסע מייגעסוג הארוחה: …,REAL
"נחמד זול, שירות טוב ומהיר אבל .... זה לא מקום לשבת ולהינות מארוחה במקום , האווירה לא נעימה , חם מאוד (אוגוסט) , אולם גדול עם מזגן חלש ,אין קטשופ לילדים עם הציפס וזה גרם לאכזבה …",REAL
טעים ואפשר להתפנק כיד המלך!!!!! ממליצה על שיפודי כבד וקבב. עממי וטעים מאוד!,REAL
מקום מעצבן אוכל לא טעים שירות לוקח שעות בתורים אין סופים על כל דבר צריך לחכות לתור אחר .לא שיפרו כלום בכל השנים האלה …,REAL
"בשר טעים זול פשוט...יותר טוב מלהדליק בבית מנגלשיפודים ב10 ש""חציפס 10 ש""ח …",REAL
"אוכל במקום 50 שנים,עממי,טעים,על האש אמיתי,מחירים נהדריםמחיר לאדם: …",REAL
מאוד זול למשפחות ולחברים שרוצים לבוא לפתוח שולחן בכיף לאוכל כולם מאוד מומלץ בשר טעים צ׳יפס טרי כל הזמן סלט בשקל גם מעולה וגם החומוס והפיתות והלאפה עכשיו קצת הדברים הפחות טובים אין אשראי רק מזומן הכל בשירות עצמי תור נפרד לבשר לצ׳יפס ולמנגל …,REAL
מקום טוב ונקי. אוכל על כיף כיפאק יש להם אחלה שיפודים אני קליינט שלהם  יותר מ-20 שנה,REAL
"מקום נוסטלגי ביותר, נהנת כל פעם מחדשמזון: …",REAL
בשר טעים מאוד מאוד ואחלה של מחירמזון: …,REAL
בדיחה על המקום: פעם שאלו את עזרא תגיד לי מה הסוד של המקום שלך? למה יש לך תור אנשים שלא נגמר? פשוט המנגל שלי תמיד לוהט :-) . אין להם ישראלי משהו יותר טעים מעל האש,REAL
"המון שנים הכל אותו דבר, בלי שום שינויסוג הארוחה: …",REAL
"ליאור מלך האש, כל שיפוד יוצא מושלם. תודה! חוזרים שוב ושוב. כל הכבוד על שמירת הרמה הגבוהה ומחירים נגישים, שווה את הנסיעה! …",REAL
שירות ואווירה שאין לה מתחריםשירות: …,REAL
אחת ממסעדות הבשר הכי ותיקות בארץמסעדה עם מחירים ממש זוליםהשיפודים טריים והם כול הזמן לא מפסיקים להכין אותם …,REAL
"עזרא ובניו למי שלא מכיר חובה לבקר.השיפודיה סטייל שנות ה 80, אם שירות עצמי! שלא מבייש שדה קרב.⚔️תחלופה מזון גדולה מחירים מתחת לעממי. …",REAL
"מלוכלך ומזוהם,  אבל טעים !! המחירים סבירים,  11 ש""ח לשיפוד אחד ,  לא זול, ולא יקר! המקום נראה כמו דרום ת""א נווה שאנן. …",REAL
"מקום חמוד מאוד לבשר ,מחיר מאוד זול , 10 שקל לשיפוד, תוספות (ציפס, חומוס , חמוצים , עמבה ) בנפרד .סלט בחינם בצד - לא מתובל ואין את כל הירקות . …",REAL
"עשרים שנה לא הייתי במקום הזה.20 שנה. ונראה כאילו דבר לא השתנה.הזמנו שיפודים מגוונים(קבב, כנפיים, לבבות, מולארד, חזה אווז ועוד...) - הכל היה …",REAL
"שיפודי עזרא ובניו הוא מוסד ותיק על כביש 44 בין רמלה לתל אביב והוא חלק מהיישוב אזור. הארובה הגבוהה מעשנת כל היום, עדות לכך שהעסק עובד ובגדול ועל המנגלים הענקיים של המקום עולים ויורדים שיפודי קבב, שיפודי פרגיות, שיפוד עם לבבות, שיפוד עם כבדי …",REAL
"מזלילה מקומית, מחיר מצוין - היה פעם.מחיר עדיין זול, 10 ש""ח לשיפוד.סלטים בתשלום. …",REAL
"בשר טוב , מאוד טרי. למי שלא מכיר זה קצת עובד בשירות אישי :) קודם מזמינים בשר (זול יחסית) , מקבלים מגש עם הבשר, מביאים למנגליסט. מחכים בערך 15 דקות וזה מוכן. בזמן הזה מביאים חומוס, פיתות וכאלה. מאוד ממולץ אבל צריך קצת סבלנות …",REAL
"זה המקום הכי מוזר שראיתי אי פעם.  מלוכלך בצורה מפלצתית.  סביר להניח שאם אתה אוכל רק בישיבה ברחוב, זה יהיה הרבה יותר נקי.  הפנים של הממסד כולו הוא טלפורט לשנות ה-80 ברגע.  אפילו שכחתי שאיפשהו במקום ציבורי אולי אין מזגן!!!!  הכל כמו שהיה …",REAL
"מוסד! איזה טעים, פשוט וזול!מקום מומלץ! חוויה! פשוט לבוא להזמין ולאכולהכי טעים במרכז ושם את כל השיפודיות בכיס הקטן! …",REAL
הכניסה הראשית כמו לפני 40 שנההגענו בשבת הכל שם חם ולא מאווררמחירי בשר זולים וטעימים …,REAL
ללא ספק יש משהו במקום... שיפודים ב 11₪ כנראה עושה את שלו .לקחתי 3 שיפודים קבב מרגז ופרגית מסרתי לגרילמן צלחת חומוס פיתה וקולה 13₪ מתחנה אחרת וציפס מושלם 7₪ מתחנה אחרונה. …,REAL
"פעם ראשונה שאני כאן.. המחירים זולים מאוד! נקי עד כמה שניתן... הקטע הפחות טוב זה לעמוד בתור לכל דבר... הצ'יפס מעולה, הבשר בסדר, על החומוס צריך לוותר, יש סלט חופשי.. קיצור צריך לחלק את ה""ציד "" בין חברי המשפחה. אחד שיתפוס מקום ישיבה, אחר שיהיה …",REAL
"אפתח אומר שלעזרא יש את הקבב והפרגית הכי טעימים שאכלתי בחיים! שירות אדיב ומהיר, הכל טרי טרי ומנגליסטים מקצוענים והכל במחירים טובים מאוד ( סביב 10 ש'ח לשיפוד- תלוי איזה). …",REAL
"עם הכוכבים היו רק על האוכל אז היה פה חמש!האוכל טעים המקום בשבת היה מפוצץ ולקח איזה שעה עד שהתיישבנו לאכול, לא היה מספיק מקום אז חיכינו שיתפנה, הכל מלוכלך בפינת אוכל הוא איך שלא קוראים למקום, פשוט …",REAL
"היתרון היחיד: האוכל זול ברמותחסרונות: המקום מזכיר בית סמים של הומלסים משולב עם תחנה מרכזיתדבר ראשון, צריך לקחת את הבשר מדוכן אחד, לשים אותו על האש במקום אחר, לקנות צ׳יפס …",REAL
"מקום נעים יחסית למחיר שתשלמו, מתאים למשפחות גדולות וגם לזוגות , השירות הוא אישי . השירותים לא עומד בלחץ המקום , לא תמיד נקי ""יש מה לשפר באיכות המקום""  , האווירה נעימה  . בסך הכל אוכל טעים , נקי, מסודר , אך תצטרך להצטייד בסבלנות להמתין בתור …",REAL
"כמו תמיד, מבחר גדול של בשר טרי.  הכנה מושלמת.  שירות מהיר ידידותי.  אלופים.",REAL
"מסעדת בשרים של פעם, אבל ממש של פעם.אכלנו זוג ב-60 ש""ח וכל כך נהננו.מקום שונה לחלוטין מכל מסעדה שאתם מכירים בארץ. מומלץ בחום לאמיצים …",REAL
"עזרא ובניו אזור- כל הבשרים בשיפוד טעימים מאד! המסעדה נקיה, והמחירים הוגנים מאד ! אפשר גם לקחת הביתה שיפודים מוכנים.",REAL
"מסעדה בשירות עצמי, נגיש לנכים, שירותים במקום. אוכל מצויין פלוס, פתוח בשבת, בשרים טריים וטעימים בטירוף יש גם כבד אווז, מחירים סופר משתלמים למי שרוצה לאכול במקום זול וטעים! הגריל הוא פחמים ולא גז כמו שיש ברוב המקומות! אני ממליץ על המקום! …",REAL
"השיפודים והבשרים ברמה גבוהה, איכותיים, טריים, טעימים, יש תחלופה גבוהה, מבחר סוגי בשרים, שיפודי עגבניה / בצל, והמחיר נמוך ועממי. לתוספות: פיתות עיראקיות או רגילות, צ'יפס חם, חומוס, טחינה וכל הנילווים הכל טרי, שתייה קרה בפחיות, תוספת סלט ללא …",REAL
"המקום היחידי בארץ היחידי בארץ שמכבד את הלקוחות , נלחם ביוקר המחייה ונותן מחירים הוגניים!הבשר טעים וטרי! …",REAL
"מסעדה בסיסית ואוכל טעים וזול.הגענו למקום לפי חיפוש בגוגל ומצאנו את עזרא,החלטנו להמר לאור מס ההמלצות בגוגל.בהתחלה חשבתי לעזוב,לוקח כמה דק להבין את הקונספט ואת הבסיסיות.. אבל.. …",REAL
"מצד אחד מחירים ממש זולים, מצד שני המון שמן.שורה תחתונה כן טעים אבל כשאוכלים כמוני (כמויות אדירות) מרגישים את השמן.חשוב לומר שהכמות שאכלתי לא פרופורציונאלית אז זה לא מעיד על איכות האוכל. …",REAL
